%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1749760749025998122,1064,1749760748963850082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749076039235,1065,1749760748997292082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749098009343,1066,1749760749030704082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749174681904,1067,1749760749063846082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749190333140,1068,1749760749130361082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749223909512,1069,1749760749163847082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749272540078,1070,1749760749197227082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749294251795,1071,1749760749230361082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749373652376,1072,1749760749263912082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749390605722,1073,1749760749330362082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749424717207,1074,1749760749363898082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749458693951,1075,1749760749397233082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749492225009,1076,1749760749430444082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749573698339,1077,1749760749464391082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749591091484,1078,1749760749530500082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749628700641,1079,1749760749563730082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749663655580,1080,1749760749597319082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749691601479,1081,1749760749630691082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749775644910,1082,1749760749663734082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749794368237,1083,1749760749730616082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749826164731,1084,1749760749763733082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
1749760749871475701,1085,1749760749797307082,map,-0.02017668791076263,-0.027551738104576326,0.35963130918580205,0.0051475512783423485,0.01450686384988655,0.0045899044834522675,0.999870984874504
